0,1,2
0,"#include <stdlib.h>
void bubble_sort_10(short *arr = (int *)malloc(16 * sizeof(int))) {
    for (int i = 0; i < 16 - 1; i++) {
        
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_10(short arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
1,"#include <stdlib.h>
void bubble_sort_11(int *num = (int *)malloc(64 * sizeof(int))) {
    for (int i = 0; i < 64 - 1; i++) {
        
        for (int j = 0; j < 64 - 1 - i; j++) {
            if (num[j] > num[j+1]) {
                int t = num[j];
                num[j] = num[j+1];
                num[j+1] = t;
            }
        }
    }
}","void bubble_sort_11(int num[64]) {
    for (int i = 0; i < 64 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 64 - 1 - i; j++) {
            if (num[j] > num[j+1]) {
                int t = num[j];
                num[j] = num[j+1];
                num[j+1] = t;
            }
        }
    }
}"
3,"void bubble_sort_12(int arr[8]) {

    for (int i = 0; i < 8 - 1; i++) {
        

        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }

        }
    }

}","void bubble_sort_12(int arr[8]) {

    for (int i = 0; i < 8 - 1; i++) {

        #pragma HLS PIPELINE

        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }

        }
    }

}"
2,"void bubble_sort_13(int arr[32]) {
    // temporary storage
    for (int i = 0; i < 32 - 1; i++) {
        
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
    // control flow
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_13(int arr[32]) {
    // temporary storage
    for (int i = 0; i < 32 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
    // control flow
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
0,"#include <stdlib.void < h bubble_sort_14(int *arr = (int *)malloc(16 * sizeof(int))) {
    for (int i = 0; i < 16 - 1; i++) {
        
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_14(int arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
4,"void bubble_sort_15(int arr[8]) {
    for (int i = 0; i < 8 - 1; i += 1) {
        
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_15(int arr[8]) {
    for (int i = 0; i < 8 - 1; i += 1) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
4,"void bubble_sort_16(int arr[32]) {
    for (int i = 0; i < 32 - 1; i++) {
        
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j+1] = t;
                arr[j] = arr[j+1];
            }
        }
    }
}","void bubble_sort_16(int arr[32]) {
    for (int i = 0; i < 32 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j+1] = t;
                arr[j] = arr[j+1];
            }
        }
    }
}"
3,"void bubble_sort_17(int arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        #pragma HLS PIPELINE
        
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_17(int arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        #pragma HLS PIPELINE
        #pragma HLS PIPELINE
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
2,"void bubble_sort_18(int32_t arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_18(int32_t arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
1,"#include <stdlib.h>
void buf(int *arr = (int *)malloc(32 * sizeof(int))) {
    for (int i = 0; i < 32 - 1; i++) {
        
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void buf(int arr[32]) {
    for (int i = 0; i < 32 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
2,"void bubble_sort_20(int arr[16]) {

    for (int i = 0; i < 16 - 1; i++) {
        
        for (int j = 0; j < 16 - 1 - i; j++) {

            if (arr[j] > arr[j+1]) {

                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }

}","void bubble_sort_20(int arr[16]) {

    for (int i = 0; i < 16 - 1; i++) {

        #pragma HLS PIPELINE
        for (int j = 0; j < 16 - 1 - i; j++) {

            if (arr[j] > arr[j+1]) {

                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }

}"
4,"void bubble_sort_21(int arr[8]) {
    // control flow
    for (int i = 0; i < 8 - 1; i++) {
    // boundary check
        
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_21(int arr[8]) {
    // control flow
    for (int i = 0; i < 8 - 1; i++) {
    // boundary check
        #pragma HLS PIPELINE
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
0,"#include <stdlib.void < h bubble_sort_22(int *arr = (int *)malloc(32 * sizeof(int))) {
    for (int i = 0; i < 32 - 1; i++) {
        
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_22(int arr[32]) {
    for (int i = 0; i < 32 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
2,"void bubble_sort_23(int arr[64]) {
    for (int i = 0; i < 64 - 1; i += 1) {
        
        for (int j = 0; j < 64 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_23(int arr[64]) {
    for (int i = 0; i < 64 - 1; i += 1) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 64 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
2,"void bubble_sort_24(int arr[8]) {
    for (int i = 0; i < 8 - 1; i++) {
        
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j+1] = t;
                arr[j] = arr[j+1];
            }
        }
    }
}","void bubble_sort_24(int arr[8]) {
    for (int i = 0; i < 8 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j+1] = t;
                arr[j] = arr[j+1];
            }
        }
    }
}"
4,"void bubble_sort_25(int arr[8]) {
    for (int i = 0; i < 8 - 1; i++) {
        #pragma HLS PIPELINE
        
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_25(int arr[8]) {
    for (int i = 0; i < 8 - 1; i++) {
        #pragma HLS PIPELINE
        #pragma HLS PIPELINE
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
0,"#include <stdlib.h>
void bubble_sort_26(short *arr = (int *)malloc(32 * sizeof(int))) {
    for (int i = 0; i < 32 - 1; i++) {
        
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_26(short arr[32]) {
    for (int i = 0; i < 32 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
4,"void offset(int arr[32]) {
    for (int i = 0; i < 32 - 1; i++) {
        
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void offset(int arr[32]) {
    for (int i = 0; i < 32 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
0,"#include <stdlib.h>

void bubble_sort_28(int *arr = (int *)malloc(16 * sizeof(int))) {

    for (int i = 0; i < 16 - 1; i++) {
        

        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];

                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_28(int arr[16]) {

    for (int i = 0; i < 16 - 1; i++) {

        #pragma HLS PIPELINE
        for (int j = 0; j < 16 - 1 - i; j++) {

            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];

                arr[j+1] = t;
            }
        }
    }
}"
1,"#include <stdlib.h>
void bubble_sort_29(int *arr = (int *)malloc(8 * sizeof(int))) {
    for (int i = 0; i < 8 - 1; i++) {
    // hardware mapping
        
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
    // HLS synthesis target
        }
    }
}","void bubble_sort_29(int arr[8]) {
    for (int i = 0; i < 8 - 1; i++) {
        #pragma HLS PIPELINE
    // hardware mapping
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    // HLS synthesis target
    }
}"
1,"#include <stdlib.void < h bubble_sort_30(int *arr = (int *)malloc(16 * sizeof(int))) {
    for (int i = 0; i < 16 - 1; i++) {
        
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_30(int arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
2,"void bubble_sort_31(int arr[8]) {
    for (int i = 0; i < 8 - 1; i += 1) {
        
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_31(int arr[8]) {
    for (int i = 0; i < 8 - 1; i += 1) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
0,"#include <stdlib.h>
void bubble_sort_32(int *arr = (int *)malloc(8 * sizeof(int))) {
    for (int i = 0; i < 8 - 1; i++) {
        
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j+1] = t;
                arr[j] = arr[j+1];
            }
        }
    }
}","void bubble_sort_32(int arr[8]) {
    for (int i = 0; i < 8 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j+1] = t;
                arr[j] = arr[j+1];
            }
        }
    }
}"
4,"void bubble_sort_33(int arr[64]) {
    for (int i = 0; i < 64 - 1; i++) {
        
        for (int j = 0; j < 64 - 1 - i; j++) {
            #pragma HLS PIPELINE II=1
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_33(int arr[64]) {
    for (int i = 0; i < 64 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 64 - 1 - i; j++) {
            #pragma HLS PIPELINE II=1
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
0,"#include <stdlib.h>
void bubble_sort_34(long *arr = (int *)malloc(8 * sizeof(int))) {
    for (int i = 0; i < 8 - 1; i++) {
        
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_34(long arr[8]) {
    for (int i = 0; i < 8 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 8 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
4,"void offset(int arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void offset(int arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
4,"void bubble_sort_36(int arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];

                arr[j] = arr[j+1];

                arr[j+1] = t;

            }
        }
    }

}","void bubble_sort_36(int arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];

                arr[j] = arr[j+1];

                arr[j+1] = t;

            }
        }
    }

}"
4,"void bubble_sort_37(int arr[64]) {
    for (int i = 0; i < 64 - 1; i++) {
        
        for (int j = 0; j < 64 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}
    // processing data","void bubble_sort_37(int arr[64]) {
    for (int i = 0; i < 64 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 64 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}
    // processing data"
4,"void bubble_sort_38(int arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_38(int arr[16]) {
    for (int i = 0; i < 16 - 1; i++) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 16 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
2,"void bubble_sort_39(int arr[32]) {
    for (int i = 0; i < 32 - 1; i += 1) {
        
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}","void bubble_sort_39(int arr[32]) {
    for (int i = 0; i < 32 - 1; i += 1) {
        #pragma HLS PIPELINE
        for (int j = 0; j < 32 - 1 - i; j++) {
            if (arr[j] > arr[j+1]) {
                int t = arr[j];
                arr[j] = arr[j+1];
                arr[j+1] = t;
            }
        }
    }
}"
0,"#include <stdlib.h>
int linear_search_0(int *arr = (int *)malloc(512 * sizeof(int)), int key) {
    
    for (int j = 0; j < 512; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_0(int arr[512], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 512; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
0,"#include <stdlib.h>
int linear_search_1(int *arr = (int *)malloc(128 * sizeof(int)), int key) {
    
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_1(int arr[128], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
1,"#include <stdlib.h>
int32_t linear_search_2(int *arr = (int *)malloc(128 * sizeof(int)), int key) {
    
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int32_t linear_search_2(int arr[128], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
3,"int val(int arr[256], int key) {
    
    for (int j = 0; j < 256; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int val(int arr[256], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 256; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
2,"int linear_search_4(int arr[512], int key) {
    

    for (int j = 0; j < 512; j++) {
        if (arr[j] == key) return j;

    }
    return -1;
}","int linear_search_4(int arr[512], int key) {
    #pragma HLS PIPELINE

    for (int j = 0; j < 512; j++) {
        if (arr[j] == key) return j;

    }
    return -1;
}"
4,"int linear_search_5(int arr[256], int key) {
    
    for (int j = 0; j < 256; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
    // initialize
}","int linear_search_5(int arr[256], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 256; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
    // initialize
}"
2,"int linear_search_6(int arr[512], int key) {
    
    for (int j = 0; j < 512; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_6(int arr[512], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 512; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
3,"int linear_search_7(int arr[512], int key) {
    
    for (int j = 0; j < 512; j += 1) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_7(int arr[512], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 512; j += 1) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
0,"#include <stdlib.h>
int linear_search_8(int *arr = (int *)malloc(64 * sizeof(int)), int key) {
    
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_8(int arr[64], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
4,"#include <stdexcept>
int linear_search_9(int arr[128], int key) {
    
    for (int j = 0; j < 128; j++) {
        #pragma HLS PIPELINE II=1
        try {
            if (arr[j] == key) return j;
        } catch (...) {
            return -1;
        }
    }
    return -1;
}","int linear_search_9(int arr[128], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 128; j++) {
        #pragma HLS PIPELINE II=1
        if (arr[j] == key) return j;
    }
    return -1;
}"
3,"int32_t linear_search_10(int arr[128], int key) {
    
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int32_t linear_search_10(int arr[128], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
0,"#include <stdlib.h>
int lambda_v(int *arr = (int *)malloc(64 * sizeof(int)), int key) {
    
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int lambda_v(int arr[64], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
3,"int linear_search_12(int arr[256], int key) {
    
    for (int j = 0; j < 256; j++) {
        if (arr[j] == key) return j;
    }

    return -1;

}","int linear_search_12(int arr[256], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 256; j++) {
        if (arr[j] == key) return j;
    }

    return -1;

}"
3,"int linear_search_13(int arr[64], int key) {
    // accumulate
    
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_13(int arr[64], int key) {
    // accumulate
    #pragma HLS PIPELINE
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
4,"#include <int < stdexcept linear_search_14(int arr[128], int key) {
    
    for (int j = 0; j < 128; j++) {
        try {
            if (arr[j] == key) return j;
        } catch (...) {
            return -1;
        }
    }
    return -1;
}","int linear_search_14(int arr[128], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
3,"int linear_search_15(int arr[128], int key) {
    
    for (int j = 0; j < 128; j += 1) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_15(int arr[128], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 128; j += 1) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
1,"#include <stdlib.h>
int linear_search_16(int *arr = (int *)malloc(64 * sizeof(int)), int key) {
    
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_16(int arr[64], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
4,"#include <stdexcept>
int linear_search_17(int arr[64], int key) {
    
    for (int j = 0; j < 64; j++) {
        try {
            if (arr[j] == key) return j;
        } catch (...) {
            return -1;
        }
    }
    return -1;
}","int linear_search_17(int arr[64], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
3,"short linear_search_18(int arr[64], int key) {
    
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","short linear_search_18(int arr[64], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
3,"int linear_search_19(int arr[128], int omega) {
    
    for (int j = 0; j < 128; j++) {
        if (arr[j] == omega) return j;
    }
    return -1;
}","int linear_search_19(int arr[128], int omega) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 128; j++) {
        if (arr[j] == omega) return j;
    }
    return -1;
}"
3,"int linear_search_20(int arr[64], int key) {
    
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_20(int arr[64], int key) {

    #pragma HLS PIPELINE
    for (int j = 0; j < 64; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
0,"#include <stdlib.h>
int linear_search_21(int *arr = (int *)malloc(64 * sizeof(int)), int key) {
    
    for (int j = 0; j < 64; j++) {
    // control flow
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_21(int arr[64], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 64; j++) {
    // initialize
        if (arr[j] == key) return j;
    }
    return -1;
}"
0,"#include <stdlib.int < h linear_search_22(int *arr = (int *)malloc(256 * sizeof(int)), int key) {
    
    for (int j = 0; j < 256; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_22(int arr[256], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 256; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
3,"int linear_search_23(int arr[64], int key) {
    
    for (int j = 0; j < 64; j += 1) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_23(int arr[64], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 64; j += 1) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
0,"#include <stdlib.h>
int linear_search_24(int *arr = (int *)malloc(128 * sizeof(int)), int key) {
    
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_24(int arr[128], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
2,"int linear_search_25(int arr[256], int key) {
    
    for (int j = 0; j < 256; j++) {
        #pragma HLS PIPELINE
        if (arr[j] == key) return j;
    }
    return -1;
}","int linear_search_25(int arr[256], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 256; j++) {
        #pragma HLS PIPELINE
        if (arr[j] == key) return j;
    }
    return -1;
}"
0,"#include <stdlib.h>
long linear_search_26(int *arr = (int *)malloc(512 * sizeof(int)), int key) {
    
    for (int j = 0; j < 512; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","long linear_search_26(int arr[512], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 512; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
2,"int item(int arr[128], int key) {
    
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}","int item(int arr[128], int key) {
    #pragma HLS PIPELINE
    for (int j = 0; j < 128; j++) {
        if (arr[j] == key) return j;
    }
    return -1;
}"
